Year,BTUs,Column_Order,Sector
1992,0.021,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1992,0.017,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1992,0.016,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.014,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.016,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.021,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.024,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.026,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.026,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.028,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.027,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.025,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.023,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.019,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1993,0.018,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.016,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.017,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.024,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.026,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.029,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.029,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.031,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.031,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.028,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.025,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.021,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1994,0.02,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.018,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.02,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.027,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.03,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.033,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.034,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.035,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.035,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.032,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.029,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.024,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1995,0.023,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.021,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.023,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.032,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.035,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.038,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.039,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.041,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.04,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.037,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.034,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.027,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1996,0.026,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.024,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.025,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.035,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.039,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.043,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.043,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.045,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.045,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.041,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.037,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.03,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1997,0.029,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.027,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.029,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.039,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.044,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.048,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.048,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.051,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.05,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.046,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.042,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.034,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1998,0.033,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.031,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.033,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.046,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.051,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.056,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.057,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.059,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.059,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.054,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.049,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.04,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
1999,0.038,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.035,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.038,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.052,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.057,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.063,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.064,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.067,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.066,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.061,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.055,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.045,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2000,0.043,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.043,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.046,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.064,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.07,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.078,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.078,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.082,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.081,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.074,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.068,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.056,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2001,0.053,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.05,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.054,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.074,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.082,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.091,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.091,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.096,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.095,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.087,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.079,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.065,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2002,0.061,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.058,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.063,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.087,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.095,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.105,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.106,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.112,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.11,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.101,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.092,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.075,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2003,0.071,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.071,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.077,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.106,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.117,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.129,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.13,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.137,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.135,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.123,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.112,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.092,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2004,0.088,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.107,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.115,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.159,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.175,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.193,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.195,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.205,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.203,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.185,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.168,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.138,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2005,0.131,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.155,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.167,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.23,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.253,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.28,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.282,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.296,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.293,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.267,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.244,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.2,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2006,0.19,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.218,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.235,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.323,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.356,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.394,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.397,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.417,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.413,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.376,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.343,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.281,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2007,0.267,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.349,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.376,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.518,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.571,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.63,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.636,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.668,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.661,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.603,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.549,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.451,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2008,0.428,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.464,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.501,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.69,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.76,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.839,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.847,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.889,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.88,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.802,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.731,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.6,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2009,0.569,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,0.709,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,0.764,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,1.053,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,1.161,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,1.281,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,1.293,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,1.357,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,1.343,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,1.225,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,1.117,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,0.916,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2010,0.869,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,1.153,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,1.243,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,1.712,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,1.887,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,2.084,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,2.102,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,2.207,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,2.184,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,1.992,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,1.816,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,1.489,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2011,1.414,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,1.873,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,2.019,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,2.782,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,3.066,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,3.385,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,3.416,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,3.586,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,3.548,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,3.236,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,2.95,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,2.42,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2012,2.297,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,2.101,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,2.264,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,3.12,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,3.439,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,3.796,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,3.83,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,4.021,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,3.979,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,3.629,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,3.308,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,2.713,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2013,2.576,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,2.849,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,3.059,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,4.107,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,4.438,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,4.873,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,4.848,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,5.029,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,4.946,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,4.456,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,3.987,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,3.218,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2014,3.126,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,3.049,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,3.319,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,4.46,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,4.889,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,5.346,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,5.321,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,5.554,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,5.362,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,4.803,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,4.241,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,3.421,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2015,3.253,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,3.199,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,3.678,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,4.796,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,5.223,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,5.683,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,5.749,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,5.91,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,5.72,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,5.137,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,4.555,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,3.625,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2016,3.574,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,3.873,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,4.22,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,5.795,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,6.437,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,7.092,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,7.161,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,7.441,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,7.258,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,6.535,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,5.827,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,4.623,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2017,4.535,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,5.029,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,5.505,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,7.461,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,8.256,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,9.029,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,9.131,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,9.431,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,9.037,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,8.128,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,7.159,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,5.676,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2018,5.362,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,5.6,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,6.02,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,8.308,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,9.193,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,9.889,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,9.957,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,10.431,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,9.938,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,8.853,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,7.842,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,6.083,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2019,5.855,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,6.454,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,7.31,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,9.495,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,10.434,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,11.485,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,11.449,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,11.891,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,11.413,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,10.168,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,8.873,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,7.056,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2020,6.788,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,7.54,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,8.157,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,11.198,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,12.422,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,13.463,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,13.612,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,14.052,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,13.511,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,12.058,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,10.489,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,8.31,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2021,7.847,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2022,8.638,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2022,9.608,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2022,13.171,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2022,14.342,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2022,15.928,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2022,15.704,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
2022,16.36,3,Small-Scale Solar Energy Consumption for Electricity: Commercial Sector
